# The PEARS id is given here as only an integer.
# The user must figure out if it is part of northern or southern fields.
# pearsid field urcol mstar threedid threedzphot
85517 GOODS-S 0.26 8.00 28321 0.88
83975 GOODS-S 1.63 9.77 28356 0.63
84197 GOODS-S 1.05 9.40 28362 0.92
84173 GOODS-S 1.89 9.32 28424 0.72
83834 GOODS-S 0.84 9.19 28445 0.61
83479 GOODS-S 1.33 9.86 28448 1.09
85692 GOODS-S 1.25 8.46 28503 0.69
85844 GOODS-S 0.62 8.37 28644 1.03
85298 GOODS-S 2.65 10.70 28656 1.31
84991 GOODS-S 1.24 9.07 28662 0.73
84478 GOODS-S 0.97 9.13 28680 0.73
85552 GOODS-S 1.93 9.79 28762 0.91
86109 GOODS-S 0.88 8.32 28773 0.69
85861 GOODS-S 0.87 8.83 28785 1.21
85748 GOODS-S 0.91 8.61 28890 0.69
88069 GOODS-S 1.13 9.83 28995 0.78
87202 GOODS-S 0.55 8.42 29023 1.28
86184 GOODS-S 0.81 9.31 29053 1.08
85918 GOODS-S 0.78 8.75 29054 0.92
86435 GOODS-S 0.68 9.04 29122 1.28
86604 GOODS-S 1.74 10.23 29155 1.09
86962 GOODS-S 1.08 8.99 29236 1.14
84625 GOODS-S 1.47 9.74 29238 0.64
87658 GOODS-S 1.17 9.56 29313 1.06
87492 GOODS-S 0.58 8.64 29323 1.08
87611 GOODS-S 0.87 8.55 29360 1.06
87420 GOODS-S 1.01 8.72 29385 0.73
86719 GOODS-S 0.83 9.45 29394 1.06
87735 GOODS-S 0.94 8.11 29411 0.72
88010 GOODS-S 0.72 8.83 29499 1.30
87679 GOODS-S 1.32 8.85 29530 0.84
87958 GOODS-S 1.98 9.83 29565 0.66
87619 GOODS-S 1.09 9.48 29601 1.29
88542 GOODS-S 0.58 8.01 29615 0.67
89030 GOODS-S 0.77 7.98 29630 0.78
88222 GOODS-S 2.21 10.67 29699 1.11
87783 GOODS-S 0.86 9.37 29713 1.13
87843 GOODS-S 1.73 10.33 29730 0.95
88624 GOODS-S 1.04 8.35 29735 0.56
87827 GOODS-S 2.25 10.34 29794 0.63
88791 GOODS-S 1.30 9.76 29815 1.19
86051 GOODS-S 1.58 10.58 29845 0.65
89063 GOODS-S 0.86 9.20 29846 0.87
90546 GOODS-S 2.38 11.47 29928 1.09
89211 GOODS-S 2.29 10.52 29957 1.32
89122 GOODS-S 0.74 9.15 30053 0.76
88852 GOODS-S 1.40 10.37 30079 1.31
90078 GOODS-S 0.69 7.84 30107 0.62
88897 GOODS-S 1.03 9.13 30271 1.06
90246 GOODS-S 0.89 8.53 30367 0.60
90936 GOODS-S 0.78 8.47 30381 0.91
90321 GOODS-S 0.75 8.61 30387 1.16
90198 GOODS-S 0.79 8.58 30442 0.83
90809 GOODS-S 1.16 9.03 30479 1.06
90740 GOODS-S 1.15 9.26 30489 0.84
91584 GOODS-S 1.82 9.18 30510 0.63
91139 GOODS-S 1.06 9.74 30520 0.99
91869 GOODS-S 1.92 9.71 30587 1.18
90491 GOODS-S 1.17 9.90 30662 1.28
91414 GOODS-S 1.60 8.69 30664 0.60
91429 GOODS-S 0.72 8.40 30668 1.19
90359 GOODS-S 1.12 9.72 30691 0.78
90325 GOODS-S 1.69 10.36 30760 0.68
91382 GOODS-S 0.66 8.68 30777 1.07
91472 GOODS-S 1.43 10.34 30871 1.31
92025 GOODS-S 0.88 8.43 30894 1.05
92248 GOODS-S 0.77 8.07 30924 0.61
92495 GOODS-S 1.02 9.05 30931 1.11
92468 GOODS-S 1.29 8.87 30952 0.72
91517 GOODS-S 0.88 8.82 31032 0.99
93198 GOODS-S 0.67 8.43 31044 0.70
92376 GOODS-S 0.62 8.81 31063 1.08
92715 GOODS-S 0.90 8.02 31090 0.82
92399 GOODS-S 0.96 8.11 31131 0.83
92860 GOODS-S 0.90 8.87 31205 0.73
93563 GOODS-S 2.31 10.05 31210 1.13
93242 GOODS-S 0.85 8.58 31262 1.08
93218 GOODS-S 0.78 8.20 31269 0.94
93988 GOODS-S 1.67 9.66 31342 0.88
93484 GOODS-S 1.06 8.27 31380 0.68
93719 GOODS-S 1.06 8.79 31439 1.00
93458 GOODS-S 1.35 10.05 31444 1.31
93849 GOODS-S 1.04 8.72 31448 1.05
93759 GOODS-S 0.92 9.25 31475 1.07
93827 GOODS-S 0.93 8.58 31489 0.95
94356 GOODS-S 1.70 9.88 31529 1.12
93811 GOODS-S 0.89 9.24 31572 0.94
94128 GOODS-S 1.20 9.54 31589 0.97
94364 GOODS-S 0.87 8.61 31596 1.08
93209 GOODS-S 1.12 9.45 31615 0.56
94200 GOODS-S 1.15 8.92 31634 0.68
94425 GOODS-S 0.86 8.81 31685 1.18
94792 GOODS-S 1.15 9.32 31722 1.06
94873 GOODS-S 0.87 8.26 31742 0.79
94632 GOODS-S 0.59 8.10 31803 0.82
94858 GOODS-S 0.64 8.55 31852 0.95
95449 GOODS-S 0.87 8.18 31929 0.70
95469 GOODS-S 0.78 8.34 31991 0.93
95997 GOODS-S 1.24 8.89 32121 0.89
96013 GOODS-S 1.54 9.00 32136 0.95
