# Catalog for all galaxies that now have refined redshifts. See paper/code for sample selection. 
#pearsid field ra dec old_z new_z dn4000 dn4000_err d4000 d4000_err old_chi2 new_chi2
114657 GOODS-S 53.135260 -27.799560 1.2300 1.1863 1.4631 0.2550 1.3387 0.1735 1689.1488 1602.1980
114998 GOODS-S 53.135260 -27.799560 0.7500 0.7640 1.2559 0.3738 1.2791 0.2715 392.8569 382.8002
115319 GOODS-S 53.135260 -27.799560 0.7300 0.7300 1.5196 0.5327 1.3852 0.3526 489.1840 489.1840
115331 GOODS-S 53.135260 -27.799560 0.7300 0.5919 1.5988 0.2514 1.6624 0.1925 1998.4178 374.6790
115446 GOODS-S 53.135260 -27.799560 1.1700 1.0863 1.4328 0.1878 1.5222 0.1456 1797.1851 1420.6832
115449 GOODS-S 53.135260 -27.799560 0.7700 0.7127 1.0971 1.5526 1.1519 1.1846 188.6118 182.7822
115462 GOODS-S 53.135260 -27.799560 0.6400 0.5870 1.1740 0.1248 1.5017 0.1139 651.9154 357.3572
115491 GOODS-S 53.135260 -27.799560 0.7300 0.6217 1.6940 3.0264 1.4054 2.5722 331.8318 325.8256
115589 GOODS-S 53.135260 -27.799560 0.8100 0.9109 1.7415 2.0081 1.7044 1.5174 259.5432 247.4024
115636 GOODS-N 53.135260 -27.799560 0.9500 1.0995 1.2452 0.5209 1.0976 0.3496 674.5786 565.7311
115761 GOODS-S 53.135260 -27.799560 0.6700 0.5853 1.3075 2.6424 1.6624 2.1056 1621.6106 1604.2310
115794 GOODS-S 53.135260 -27.799560 1.0400 0.9999 1.1464 0.2128 1.2863 0.1680 575.0509 504.4554
116031 GOODS-S 53.135260 -27.799560 0.6200 0.5282 4.0380 1.9276 8.1716 3.7755 546.9747 312.6416
116124 GOODS-S 53.135260 -27.799560 0.7500 0.6718 1.2769 0.7079 1.1127 0.4602 390.6160 333.8313
116653 GOODS-S 53.135260 -27.799560 0.7400 0.7400 1.5428 0.3615 1.2824 0.2162 303.7424 303.7424
116724 GOODS-S 53.135260 -27.799560 0.6800 0.6800 1.2316 0.2918 1.6156 0.2671 584.0769 584.0769
117066 GOODS-S 53.135260 -27.799560 0.7300 0.6635 1.3423 0.3274 1.1446 0.2001 606.6682 529.4311
117116 GOODS-S 53.135260 -27.799560 0.7800 0.7566 1.0835 1.1699 1.1905 0.8827 179.1319 174.8262
117138 GOODS-S 53.135260 -27.799560 0.6400 0.5870 1.0982 0.1303 1.4024 0.1199 1596.2548 1187.8369
117225 GOODS-S 53.135260 -27.799560 0.9700 0.9821 1.4908 0.7398 1.7642 0.6362 253.4052 252.9746
117376 GOODS-S 53.135260 -27.799560 1.0100 1.0292 1.1997 0.2315 1.3358 0.1845 462.7464 434.8934
117429 GOODS-S 53.135260 -27.799560 0.6400 0.5376 2.2185 0.2995 4.7857 0.5940 1632.8441 205.6555
117521 GOODS-S 53.135260 -27.799560 0.6400 0.5974 0.9841 2.0734 1.4842 1.9362 159.3911 153.8611
117608 GOODS-S 53.135260 -27.799560 0.6400 0.6432 1.3996 0.1873 1.8421 0.1709 623.3214 614.9029
117686 GOODS-S 53.135260 -27.799560 0.6800 1.2876 1.3216 0.5887 1.2060 0.4871 623.2685 528.8587
117714 GOODS-S 53.135260 -27.799560 0.9100 0.7794 1.3012 2.1133 0.8959 1.0960 216.1882 207.4205
117725 GOODS-S 53.135260 -27.799560 0.7500 0.7520 1.5006 0.1620 1.4215 0.1077 1237.5326 1218.2944
117825 GOODS-N 53.135260 -27.799560 0.6300 0.5877 1.1789 0.1494 1.5365 0.1404 675.0666 266.0036
117865 GOODS-S 53.135260 -27.799560 1.0400 0.8103 1.7427 0.6984 1.4594 0.3906 710.1137 607.2180
118148 GOODS-N 53.135260 -27.799560 0.9100 0.8973 1.0558 0.1943 1.0459 0.1411 1107.5638 1097.7267
118155 GOODS-S 53.135260 -27.799560 0.8700 0.7979 1.3229 0.3439 1.5001 0.2918 337.9390 221.3094
118171 GOODS-S 53.135260 -27.799560 0.9300 1.0450 1.5807 1.7108 1.2121 1.0169 339.2366 284.7852
118193 GOODS-S 53.135260 -27.799560 1.1700 1.1760 2.2724 0.3021 3.6449 0.3539 41331.1007 41260.2144
118251 GOODS-S 53.135260 -27.799560 0.9400 1.0356 1.6558 0.8928 1.3793 0.5553 349.1387 295.8990
118448 GOODS-S 53.135260 -27.799560 0.6600 0.6064 1.0313 0.2451 1.3200 0.2145 726.9771 631.9514
118455 GOODS-S 53.135260 -27.799560 1.0300 1.1857 1.1750 0.1333 1.4819 0.1176 9471.0586 6178.7980
118459 GOODS-S 53.135260 -27.799560 0.6800 0.6470 1.0391 0.3279 1.2914 0.2760 451.3313 442.9309
118534 GOODS-N 53.135260 -27.799560 0.9900 0.7872 0.9138 0.4692 0.9861 0.3710 618.9450 494.6737
118673 GOODS-S 53.135260 -27.799560 0.7400 0.4660 inf inf inf inf 732.1754 659.4877
119088 GOODS-S 53.135260 -27.799560 0.6400 0.5769 1.1774 0.2332 1.7457 0.2646 659.3353 367.3363
119137 GOODS-S 53.135260 -27.799560 0.8400 0.8747 0.8945 1.1404 0.9969 1.1311 230.7587 222.4592
119164 GOODS-S 53.135260 -27.799560 0.9000 1.1852 1.5692 2.9173 2.5170 3.1913 229.5041 223.5063
119191 GOODS-N 53.135260 -27.799560 1.0200 1.0478 1.3965 0.2743 1.6591 0.2253 373.1105 237.7309
119193 GOODS-S 53.135260 -27.799560 0.7800 0.7565 1.4278 0.1485 1.2853 0.0937 3269.9536 3215.2305
119260 GOODS-S 53.135260 -27.799560 0.6900 0.7783 0.7173 0.5604 1.1353 0.6034 411.6618 370.0926
119278 GOODS-S 53.135260 -27.799560 0.9100 1.0058 1.2884 0.9352 1.6230 0.8904 313.3564 288.6206
119341 GOODS-S 53.135260 -27.799560 0.7400 0.3732 nan nan nan nan 1183.7056 1044.1288
119489 GOODS-S 53.135260 -27.799560 0.6300 0.5184 inf inf inf inf 2864.9605 1444.8196
119504 GOODS-S 53.135260 -27.799560 0.9500 0.9853 1.0923 0.2736 1.1483 0.2035 1357.8595 1276.0630
119612 GOODS-S 53.135260 -27.799560 1.0100 0.9578 0.9663 0.2332 1.1682 0.2054 489.3261 334.2687
119616 GOODS-N 53.135260 -27.799560 1.0300 1.0810 0.9795 0.3485 1.1748 0.3031 524.4469 489.0036
119666 GOODS-S 53.135260 -27.799560 1.0000 0.9107 1.0056 0.3048 1.1710 0.2625 566.0612 407.8211
119722 GOODS-S 53.135260 -27.799560 1.1100 1.1483 0.7775 0.7143 0.6242 0.6713 323.6597 309.3966
119723 GOODS-N 53.135260 -27.799560 0.8000 0.8531 1.0819 0.1306 1.1970 0.1057 3457.3318 3274.8225
119747 GOODS-S 53.135260 -27.799560 0.7300 1.3164 1.3829 3.2898 1.1874 2.5289 138.7423 125.4829
119774 GOODS-S 53.135260 -27.799560 0.8100 0.8212 1.4234 0.4172 1.5267 0.3117 372.0346 368.7027
119879 GOODS-N 53.135260 -27.799560 1.0500 1.0364 1.3303 0.1672 1.5264 0.1322 572.5829 556.3184
119927 GOODS-S 53.135260 -27.799560 0.7300 0.6529 1.9858 1.8891 1.6633 1.1288 278.3119 253.4323
119960 GOODS-S 53.135260 -27.799560 0.6300 0.6190 1.3172 0.6583 1.3109 0.4264 319.8152 316.2395
119997 GOODS-S 53.135260 -27.799560 0.7300 0.6527 0.9117 3.3567 1.6048 4.5643 251.5271 246.9668
120095 GOODS-S 53.135260 -27.799560 0.7700 0.7700 2.2400 2.7191 1.9762 1.4742 250.2455 250.2455
120229 GOODS-S 53.135260 -27.799560 0.7500 0.7500 1.3587 0.4554 1.2396 0.3023 235.2610 235.2610
120268 GOODS-S 53.135260 -27.799560 1.0400 1.3238 5.9089 26.5323 2.4761 4.4481 378.7698 344.8971
120415 GOODS-S 53.135260 -27.799560 0.9400 0.7742 0.9782 1.1976 0.5258 0.6230 375.3207 308.7788
120498 GOODS-N 53.135260 -27.799560 1.1800 1.3366 1.5615 0.4134 0.7636 0.1887 459.8635 385.0218
120576 GOODS-S 53.135260 -27.799560 0.7700 0.6287 4.3033 20.0574 1.9787 3.6982 234.6301 221.5725
120798 GOODS-S 53.135260 -27.799560 0.8600 0.9655 1.1426 1.3046 1.4758 1.2789 336.6952 332.5860
120840 GOODS-S 53.135260 -27.799560 0.7200 0.7087 1.3431 0.4532 1.3429 0.3039 398.3474 397.3545
120843 GOODS-S 53.135260 -27.799560 0.7200 0.7467 1.8260 2.8638 1.6350 1.7284 195.3985 181.5927
120845 GOODS-S 53.135260 -27.799560 0.9400 0.8896 2.1386 1.8824 1.6636 0.9655 353.9887 343.1009
120898 GOODS-S 53.135260 -27.799560 1.1200 1.1527 1.0609 0.3620 1.2103 0.2896 521.4970 500.7728
120926 GOODS-S 53.135260 -27.799560 1.0600 0.9807 0.8631 0.8225 1.2004 0.6840 481.2370 445.7794
121020 GOODS-S 53.135260 -27.799560 0.6900 0.7414 0.9379 1.2042 1.3516 1.2615 161.7614 152.8398
121095 GOODS-S 53.135260 -27.799560 1.0400 1.0132 1.3934 0.2852 1.5410 0.2183 475.8709 442.4210
121143 GOODS-N 53.135260 -27.799560 0.6000 0.6000 1.4507 0.5388 1.4926 0.3859 204.9095 204.9095
121232 GOODS-N 53.135260 -27.799560 0.8400 0.7357 1.2180 0.3045 1.4647 0.2773 475.0239 230.4245
121506 GOODS-S 53.135260 -27.799560 0.6900 0.7292 1.3311 1.8470 2.6777 2.2762 310.9179 293.6254
121733 GOODS-S 53.135260 -27.799560 0.6900 0.3849 nan nan nan nan 1526.4889 908.9742
121864 GOODS-S 53.135260 -27.799560 0.7400 0.5913 2.8138 5.7911 4.3457 11.6802 272.5097 262.9529
121904 GOODS-S 53.135260 -27.799560 0.7500 0.3253 nan nan nan nan 461.3528 334.4509
121911 GOODS-S 53.135260 -27.799560 0.6800 1.2270 1.6530 0.7364 1.3545 0.5019 670.0710 418.6308
121917 GOODS-N 53.135260 -27.799560 0.6600 0.6772 1.7216 5.8861 1.9528 3.2800 251.6494 250.6029
121967 GOODS-S 53.135260 -27.799560 0.7300 0.7406 1.5135 0.1864 1.4600 0.1261 471.2701 464.5703
122039 GOODS-S 53.135260 -27.799560 0.9200 0.9563 1.2998 0.5392 1.3356 0.4046 328.1367 226.0024
122099 GOODS-S 53.135260 -27.799560 0.7500 0.3886 nan nan nan nan 354.6201 318.6320
122108 GOODS-S 53.135260 -27.799560 0.7500 0.7270 1.4694 0.5282 1.3161 0.3573 364.8885 295.3301
122303 GOODS-N 53.135260 -27.799560 1.0000 0.9353 1.1042 0.7669 1.1310 0.5560 235.6715 216.5104
122449 GOODS-S 53.135260 -27.799560 0.7700 0.7700 1.4746 0.1829 1.3705 0.1195 239.3897 239.3897
122560 GOODS-N 53.135260 -27.799560 1.0500 1.0364 1.1334 0.1301 1.1331 0.0892 2082.1674 2039.0059
122616 GOODS-N 53.135260 -27.799560 1.1600 1.1039 1.0126 0.3267 1.2678 0.2946 594.9173 563.0165
122710 GOODS-S 53.135260 -27.799560 0.8500 0.7674 1.0187 0.6530 1.4769 0.7101 343.4312 310.5499
122757 GOODS-N 53.135260 -27.799560 0.7800 0.7451 1.4480 0.2993 1.1771 0.1676 930.4350 857.3426
122766 GOODS-S 53.135260 -27.799560 0.6200 0.5379 2.6431 1.4865 5.6845 2.9909 360.9494 214.4986
122949 GOODS-S 53.135260 -27.799560 1.2100 1.2100 1.4689 0.1777 1.5187 0.1292 7496.0690 7496.0690
123066 GOODS-S 53.135260 -27.799560 0.7300 0.7186 1.4125 0.3907 1.3652 0.2679 322.3349 321.5476
123168 GOODS-S 53.135260 -27.799560 0.7600 0.7812 1.7455 2.3447 1.7918 1.4929 188.4252 177.1035
123236 GOODS-S 53.135260 -27.799560 1.0100 1.1148 1.2855 0.4513 1.5038 0.3806 347.8325 253.8786
123290 GOODS-N 53.135260 -27.799560 1.1500 1.1357 1.2154 0.2048 1.3674 0.1778 650.6335 640.7461
123472 GOODS-S 53.135260 -27.799560 1.0400 1.0400 1.2940 0.2942 1.4794 0.2413 275.6920 275.6920
123476 GOODS-N 53.135260 -27.799560 0.6400 0.5471 1.3951 0.1910 3.0208 0.3681 971.3886 319.0768
123477 GOODS-S 53.135260 -27.799560 0.6400 0.5669 1.1259 0.1351 1.9443 0.1858 1185.4044 336.7739
123538 GOODS-N 53.135260 -27.799560 0.9400 0.9400 1.3012 0.1467 1.4281 0.1165 1143.6708 1143.6708
123809 GOODS-N 53.135260 -27.799560 1.0100 0.9326 1.5489 0.2732 1.8369 0.2311 919.4875 560.5539
123811 GOODS-N 53.135260 -27.799560 0.6300 0.6085 1.1584 0.1880 1.3543 0.1512 259.9399 210.9306
123850 GOODS-N 53.135260 -27.799560 0.9900 1.0056 1.4987 0.5347 1.8497 0.4642 298.5638 274.7908
124152 GOODS-S 53.135260 -27.799560 0.8300 0.8300 1.1329 0.2527 1.3091 0.2107 581.8990 581.8990
124248 GOODS-S 53.135260 -27.799560 0.9000 0.8506 0.9495 0.3549 1.0651 0.2879 472.0665 445.1164
124386 GOODS-N 53.135260 -27.799560 0.8200 0.8515 1.2763 0.1908 1.6347 0.1768 562.7595 438.4536
124893 GOODS-N 53.135260 -27.799560 0.8100 0.8100 1.2529 0.9180 1.7116 0.9903 304.2679 304.2679
124964 GOODS-S 53.135260 -27.799560 1.0300 0.9771 1.1926 0.2863 1.3160 0.2282 727.8282 667.8027
125086 GOODS-N 53.135260 -27.799560 1.1400 1.1478 1.4115 0.1819 1.6896 0.1655 940.7676 907.0474
125098 GOODS-N 53.135260 -27.799560 1.2700 1.2961 1.4887 0.1883 0.6440 0.0775 1191.6996 1027.3312
125212 GOODS-N 53.135260 -27.799560 0.7800 0.7336 1.4920 2.0885 1.2019 1.0924 180.1967 168.5554
125828 GOODS-S 53.135260 -27.799560 1.1700 1.0999 1.2728 0.2794 1.2607 0.2206 795.0753 419.2932
125934 GOODS-N 53.135260 -27.799560 1.1400 1.1623 1.1877 0.3058 1.4039 0.2799 549.6871 508.7266
125948 GOODS-N 53.135260 -27.799560 0.9400 0.8895 1.0457 0.1955 1.0526 0.1442 952.7583 773.2781
126415 GOODS-S 53.135260 -27.799560 0.7800 0.7566 1.4825 0.7618 1.5621 0.5796 294.9288 274.5082
126762 GOODS-S 53.135260 -27.799560 1.0400 1.0441 1.5079 0.4878 1.4987 0.3373 362.6751 351.9882
126769 GOODS-S 53.135260 -27.799560 0.8200 0.7959 1.0239 0.1366 1.2268 0.1151 1906.0622 1837.1656
126790 GOODS-S 53.135260 -27.799560 0.9800 0.9539 1.1072 0.1188 1.2885 0.0985 2316.9169 2259.1733
126958 GOODS-S 53.135260 -27.799560 0.7100 0.7100 1.1439 0.1570 1.4731 0.1346 1768.0862 1768.0862
127226 GOODS-S 53.135260 -27.799560 0.6700 0.6700 1.3800 0.2430 1.8858 0.2201 195.0290 195.0290
127541 GOODS-S 53.135260 -27.799560 1.0300 0.9644 1.0482 0.5824 1.3283 0.5009 398.6684 372.7435
127741 GOODS-S 53.135260 -27.799560 0.7500 0.3253 nan nan nan nan 1999.5394 1753.2265
128062 GOODS-S 53.135260 -27.799560 0.8700 0.6210 0.7539 1.4231 0.8108 1.6754 275.9774 263.4497
128198 GOODS-S 53.135260 -27.799560 1.0200 0.9175 0.5950 0.8021 0.9812 0.8133 499.3296 435.9512
128510 GOODS-S 53.135260 -27.799560 0.7300 0.6850 1.4936 0.2074 1.3999 0.1340 284.2986 176.7195
128971 GOODS-S 53.135260 -27.799560 1.2700 1.3757 0.7543 0.2877 0.0000 0.0475 1525.6669 1294.5833
129047 GOODS-S 53.135260 -27.799560 0.7500 0.8125 2.0015 2.3273 1.2777 1.0143 266.4071 252.8460
129369 GOODS-S 53.135260 -27.799560 0.9100 1.0059 1.0172 0.9768 1.0720 0.7431 251.8154 222.1704
129968 GOODS-S 53.135260 -27.799560 0.6100 0.4373 nan nan inf inf 5493.4791 5026.1152
130031 GOODS-S 53.135260 -27.799560 1.3100 1.2646 1.7526 0.2473 1.0318 0.1234 2792.5081 2658.1810
130387 GOODS-S 53.135260 -27.799560 0.8300 0.6435 1.3252 0.6549 1.5000 0.5420 486.2737 268.4187
131112 GOODS-S 53.135260 -27.799560 1.0300 1.0391 1.4174 1.9659 1.3178 1.5559 244.7079 240.3041
131165 GOODS-S 53.135260 -27.799560 1.0600 1.0327 1.2044 0.1834 1.5696 0.1715 468.5595 410.5850
131381 GOODS-S 53.135260 -27.799560 0.9300 0.8557 1.5906 1.2418 1.4748 0.7912 375.9013 360.9422
131724 GOODS-S 53.135260 -27.799560 0.6200 0.4636 nan nan inf inf 691.4541 290.4010
131864 GOODS-S 53.135260 -27.799560 0.7500 0.6303 2.0236 3.2113 1.2866 1.1864 239.2331 215.3006
131938 GOODS-S 53.135260 -27.799560 1.0400 0.9870 1.1748 0.3353 1.1227 0.2189 744.5949 699.2616
132474 GOODS-S 53.135260 -27.799560 0.6900 0.6145 1.1284 0.2609 1.4792 0.2422 579.1787 279.5012
132786 GOODS-S 53.135260 -27.799560 0.6900 0.6900 2.2242 3.6338 2.2563 1.9513 242.6745 242.6745
133150 GOODS-S 53.135260 -27.799560 1.1400 1.1118 1.2102 0.2119 1.4389 0.1879 495.9990 485.9853
133572 GOODS-S 53.135260 -27.799560 1.3000 1.3722 0.5591 0.2525 0.0000 0.0494 4081.9817 3725.2163
133694 GOODS-S 53.135260 -27.799560 0.6600 0.6659 1.4233 0.2468 2.0030 0.2414 214.7378 191.6352
133802 GOODS-S 53.135260 -27.799560 1.1300 1.0479 1.3355 0.3982 1.5210 0.3194 681.1939 646.6450
134389 GOODS-S 53.135260 -27.799560 0.9200 0.8701 1.1238 0.1914 1.1670 0.1440 663.7481 512.7179
