# The PEARS id is given here as only an integer.
# The user must figure out if it is part of northern or southern fields.
# pearsid field pearsra pearsdec urcol mstar threedid threedzphot
91651 GOODS-S 53.137568 -27.763176 2.03 10.93 31425 1.01
92455 GOODS-S 53.118445 -27.767902 1.09 8.51 31429 0.71
93458 GOODS-S 53.139364 -27.767368 1.35 10.05 31444 1.31
93627 GOODS-S 53.109056 -27.767658 1.21 9.38 31474 1.15
92959 GOODS-S 53.130689 -27.767594 0.85 8.38 31486 0.90
93992 GOODS-S 53.107769 -27.767291 0.40 7.92 31510 0.97
93808 GOODS-S 53.128296 -27.767448 0.99 8.18 31518 0.77
93946 GOODS-S 53.120603 -27.766837 2.29 10.15 31549 1.07
93923 GOODS-S 53.107129 -27.767090 0.82 8.90 31557 0.92
93811 GOODS-S 53.146088 -27.766564 0.89 9.24 31572 0.94
94128 GOODS-S 53.135618 -27.766625 1.20 9.54 31589 0.97
95110 GOODS-S 53.109422 -27.764092 2.15 10.75 31613 1.22
94290 GOODS-S 53.100647 -27.766726 1.01 9.43 31614 0.90
94425 GOODS-S 53.145437 -27.766735 0.86 8.81 31685 1.18
94873 GOODS-S 53.140714 -27.765894 0.87 8.26 31742 0.79
94900 GOODS-S 53.117592 -27.766191 0.92 8.69 31766 1.19
93984 GOODS-S 53.106928 -27.765439 0.76 9.43 31832 1.03
94854 GOODS-S 53.104703 -27.765902 0.68 8.83 31841 1.04
94858 GOODS-S 53.139508 -27.765949 0.64 8.55 31852 0.95
95513 GOODS-S 53.111170 -27.765222 0.71 8.38 31974 1.08
95330 GOODS-S 53.115628 -27.765180 0.94 8.83 32016 0.74
95800 GOODS-S 53.114160 -27.763772 1.04 9.29 32157 0.74
96378 GOODS-S 53.122564 -27.763648 0.65 8.15 32265 0.68
96579 GOODS-S 53.111661 -27.762890 1.07 9.07 32401 1.18
96907 GOODS-S 53.104806 -27.762931 0.87 7.95 32403 0.90
96671 GOODS-S 53.107406 -27.762939 2.02 8.20 32409 0.62
96567 GOODS-S 53.111827 -27.762578 0.69 9.34 32445 1.25
96778 GOODS-S 53.107168 -27.762657 0.87 8.42 32469 0.75
96942 GOODS-S 53.107571 -27.762466 0.58 8.57 32541 0.75
97043 GOODS-S 53.137273 -27.762202 1.36 9.76 32543 0.62
97327 GOODS-S 53.096683 -27.762249 0.65 8.74 32575 1.14
97487 GOODS-S 53.130080 -27.761967 1.30 9.25 32624 0.95
96494 GOODS-S 53.144032 -27.761488 0.79 7.43 32675 0.66
96737 GOODS-S 53.116161 -27.760854 1.27 9.32 32687 0.73
98048 GOODS-S 53.109547 -27.760050 1.84 10.63 32788 1.24
98384 GOODS-S 53.130091 -27.759084 2.20 10.45 32799 1.10
96481 GOODS-S 53.125270 -27.759500 1.13 9.60 32800 0.65
98002 GOODS-S 53.131656 -27.760591 0.91 8.32 32806 0.57
98046 GOODS-S 53.114042 -27.760872 0.60 8.08 32808 0.61
96927 GOODS-S 53.098875 -27.760032 1.00 9.03 32810 0.67
98242 GOODS-S 53.125798 -27.760326 0.61 8.29 32884 0.66
98353 GOODS-S 53.131953 -27.760534 0.73 8.00 32886 0.59
98198 GOODS-S 53.144448 -27.760465 0.95 8.45 32901 0.83
98698 GOODS-S 53.111936 -27.757828 2.06 10.27 32976 0.85
98703 GOODS-S 53.109239 -27.759335 1.39 9.19 33004 1.20
98849 GOODS-S 53.122131 -27.759537 0.69 8.37 33012 1.12
98951 GOODS-S 53.122359 -27.759400 0.96 8.48 33061 0.76
99129 GOODS-S 53.121710 -27.758792 0.78 8.30 33143 0.97
98333 GOODS-S 53.126439 -27.756544 2.25 11.15 33163 1.24
99252 GOODS-S 53.102068 -27.758679 0.70 7.92 33188 0.77
99275 GOODS-S 53.111568 -27.758484 1.03 9.23 33202 1.07
99381 GOODS-S 53.132179 -27.758550 0.70 8.39 33215 0.93
99014 GOODS-S 53.105246 -27.756648 1.07 9.78 33286 0.68
97568 GOODS-S 53.125254 -27.756535 1.38 10.69 33287 1.01
99598 GOODS-S 53.143482 -27.758095 1.08 8.49 33304 0.90
99490 GOODS-S 53.106589 -27.758035 1.00 8.58 33332 0.69
98923 GOODS-S 53.097646 -27.757827 0.85 9.02 33340 1.27
99589 GOODS-S 53.125152 -27.757361 1.37 9.61 33371 1.21
100181 GOODS-S 53.101266 -27.757321 0.45 8.17 33377 1.23
99736 GOODS-S 53.101224 -27.757440 0.86 8.96 33381 1.28
99156 GOODS-S 53.120423 -27.757021 0.73 9.41 33384 0.95
99400 GOODS-S 53.128557 -27.757238 1.04 9.18 33424 1.22
100332 GOODS-S 53.092757 -27.756947 1.08 8.17 33458 0.83
100119 GOODS-S 53.111324 -27.757005 0.82 8.26 33491 0.68
100094 GOODS-S 53.123539 -27.756869 1.63 9.93 33527 1.26
100338 GOODS-S 53.110957 -27.756397 0.77 7.93 33608 0.78
100393 GOODS-S 53.120941 -27.756010 0.81 8.39 33704 0.73
100526 GOODS-S 53.114858 -27.756057 1.28 9.06 33705 0.67
100652 GOODS-S 53.134556 -27.755821 0.93 8.45 33742 0.80
101064 GOODS-S 53.110693 -27.755488 0.53 7.72 33746 0.80
100679 GOODS-S 53.098260 -27.755856 0.87 8.56 33754 0.68
100497 GOODS-S 53.128428 -27.755464 0.81 7.80 33791 0.59
100951 GOODS-S 53.118376 -27.755342 1.16 8.52 33824 0.88
100543 GOODS-S 53.115619 -27.755188 0.90 8.92 33851 0.69
100572 GOODS-S 53.137158 -27.754179 1.75 9.76 33855 0.77
99892 GOODS-S 53.095101 -27.755100 1.09 9.55 33864 1.07
101091 GOODS-S 53.129079 -27.754548 1.04 9.41 33930 1.05
101299 GOODS-S 53.118595 -27.754655 1.09 8.74 33944 0.68
101457 GOODS-S 53.109840 -27.754255 2.29 10.64 33949 1.25
101176 GOODS-S 53.098350 -27.754722 0.69 8.99 33950 1.05
101527 GOODS-S 53.109829 -27.753916 2.08 10.32 33999 1.25
101634 GOODS-S 53.131165 -27.753828 0.90 9.22 34004 0.94
101405 GOODS-S 53.104753 -27.753344 1.32 9.43 34018 0.76
101780 GOODS-S 53.147714 -27.754003 1.17 8.66 34043 0.79
101633 GOODS-S 53.126852 -27.753826 1.38 8.87 34055 0.67
101093 GOODS-S 53.131768 -27.753584 0.79 8.76 34083 0.90
101849 GOODS-S 53.101615 -27.753826 0.92 8.48 34111 0.57
101615 GOODS-S 53.124240 -27.752991 2.23 10.57 34134 1.24
101795 GOODS-S 53.115448 -27.753526 1.10 8.93 34164 0.91
101718 GOODS-S 53.123449 -27.753145 1.67 9.66 34167 1.04
102175 GOODS-S 53.094987 -27.753193 0.58 7.35 34192 0.58
102037 GOODS-S 53.097120 -27.753407 0.91 8.46 34210 1.11
102205 GOODS-S 53.125050 -27.753155 1.11 8.88 34264 0.98
102153 GOODS-S 53.123770 -27.751992 1.00 9.40 34297 0.74
102163 GOODS-S 53.115253 -27.751588 1.13 9.37 34373 1.06
102547 GOODS-S 53.131855 -27.751345 1.22 9.67 34406 1.09
102708 GOODS-S 53.108933 -27.751723 0.43 7.86 34476 0.88
102735 GOODS-S 53.145445 -27.750531 1.01 9.24 34482 0.66
102957 GOODS-S 53.129299 -27.751579 1.19 8.74 34560 1.00
102847 GOODS-S 53.100103 -27.751121 1.04 9.47 34601 1.13
103107 GOODS-S 53.136777 -27.751225 0.94 8.25 34625 0.93
102027 GOODS-S 53.119948 -27.750980 0.96 8.91 34644 1.06
103116 GOODS-S 53.105623 -27.750783 0.47 9.35 34650 0.96
103421 GOODS-S 53.141572 -27.750809 0.56 7.76 34680 0.86
103422 GOODS-S 53.107384 -27.749806 1.07 9.33 34733 0.80
103683 GOODS-S 53.118900 -27.749974 1.18 8.62 34881 0.72
103811 GOODS-S 53.114381 -27.749231 0.94 9.21 34926 0.95
103982 GOODS-S 53.131104 -27.749305 0.81 9.19 34960 1.20
103969 GOODS-S 53.139516 -27.749492 0.91 9.11 34967 1.21
103877 GOODS-S 53.118208 -27.749349 0.71 8.38 35006 0.94
104125 GOODS-S 53.121969 -27.748821 0.89 9.14 35036 1.08
104150 GOODS-S 53.118456 -27.748156 1.47 9.55 35038 0.95
103918 GOODS-S 53.133505 -27.747705 2.11 10.62 35046 0.91
104478 GOODS-S 53.122216 -27.748625 0.77 8.69 35139 0.95
104498 GOODS-S 53.124668 -27.748388 0.81 8.97 35176 0.97
104641 GOODS-S 53.143615 -27.747921 1.11 8.52 35209 0.75
104731 GOODS-S 53.116064 -27.748292 0.49 8.13 35214 1.01
104622 GOODS-S 53.135023 -27.748006 1.15 8.44 35227 0.67
104801 GOODS-S 53.144835 -27.748135 1.35 8.45 35243 0.72
104868 GOODS-S 53.114776 -27.747483 1.10 8.93 35295 1.01
104514 GOODS-S 53.105678 -27.747697 0.79 8.65 35315 0.92
104408 GOODS-S 53.116023 -27.747212 0.75 8.43 35323 0.73
104981 GOODS-S 53.134215 -27.747716 0.90 8.53 35335 0.96
105016 GOODS-S 53.097315 -27.746653 0.81 8.82 35382 0.74
105328 GOODS-S 53.133331 -27.746547 0.83 8.52 35530 1.05
104446 GOODS-S 53.137135 -27.746580 0.92 8.69 35542 0.84
105400 GOODS-S 53.093063 -27.746523 1.17 8.33 35551 0.78
105522 GOODS-S 53.094430 -27.745873 0.96 8.87 35559 0.66
105622 GOODS-S 53.136671 -27.746504 1.00 8.04 35566 0.61
105547 GOODS-S 53.137591 -27.743506 2.15 10.63 35579 0.61
105570 GOODS-S 53.130527 -27.746172 0.91 8.64 35624 0.92
107060 GOODS-S 53.129547 -27.742592 0.81 9.46 35681 1.22
105980 GOODS-S 53.145346 -27.744600 1.82 9.66 35721 0.68
106026 GOODS-S 53.145536 -27.745192 0.62 8.22 35758 0.75
106132 GOODS-S 53.131914 -27.745202 1.04 8.21 35790 0.64
106073 GOODS-S 53.146396 -27.744310 1.37 10.00 35800 1.05
105015 GOODS-S 53.139279 -27.744748 0.75 8.71 35804 0.61
106061 GOODS-S 53.092427 -27.744574 1.40 8.88 35828 0.73
106446 GOODS-S 53.123303 -27.744796 0.86 7.85 35880 0.67
106606 GOODS-S 53.121294 -27.743923 0.83 8.32 35924 0.70
106608 GOODS-S 53.111871 -27.744297 0.70 8.83 35967 1.31
106641 GOODS-S 53.102756 -27.744191 0.51 8.23 36013 0.91
104516 GOODS-S 53.129069 -27.743038 0.67 9.15 36018 1.22
107136 GOODS-S 53.107347 -27.741929 2.35 10.62 36094 0.94
106953 GOODS-S 53.115723 -27.743585 0.89 8.17 36116 0.67
107052 GOODS-S 53.117188 -27.743370 0.70 8.66 36135 1.05
107208 GOODS-S 53.097183 -27.742252 1.12 9.42 36155 1.22
107055 GOODS-S 53.102174 -27.743426 0.70 8.36 36170 0.87
107036 GOODS-S 53.144866 -27.743417 0.98 8.56 36178 0.61
106993 GOODS-S 53.101162 -27.743079 0.55 8.34 36186 0.91
106067 GOODS-S 53.094097 -27.740505 1.71 10.59 36189 0.78
107111 GOODS-S 53.137967 -27.742130 0.73 8.37 36235 0.62
107670 GOODS-S 53.132228 -27.741892 0.92 8.74 36283 1.12
107680 GOODS-S 53.138424 -27.742241 0.92 8.28 36357 0.92
107369 GOODS-S 53.121332 -27.742194 1.14 9.10 36384 1.26
107823 GOODS-S 53.107290 -27.741084 0.80 9.05 36394 0.94
107668 GOODS-S 53.135264 -27.742082 1.19 8.12 36419 0.73
106859 GOODS-S 53.096508 -27.739684 1.43 9.70 36507 0.73
107776 GOODS-S 53.100809 -27.741463 1.25 7.91 36515 0.63
107858 GOODS-S 53.140221 -27.741647 0.82 8.09 36524 0.81
107863 GOODS-S 53.100847 -27.740670 0.78 9.26 36568 1.01
108274 GOODS-S 53.114510 -27.738161 1.02 9.17 36583 0.79
108028 GOODS-S 53.138981 -27.741067 1.02 8.48 36611 1.09
107997 GOODS-S 53.119270 -27.740899 0.71 8.55 36615 0.94
108145 GOODS-S 53.101047 -27.740866 0.24 8.39 36624 1.08
107754 GOODS-S 53.130558 -27.740928 0.79 8.54 36625 1.06
108174 GOODS-S 53.146458 -27.740805 0.70 8.05 36630 0.69
109077 GOODS-S 53.140688 -27.738161 1.58 10.06 36659 1.24
107778 GOODS-S 53.141693 -27.740847 1.03 9.03 36674 0.98
108366 GOODS-S 53.147933 -27.740480 0.67 8.55 36693 1.07
108088 GOODS-S 53.112812 -27.740426 0.69 8.31 36752 1.24
108336 GOODS-S 53.104614 -27.740445 0.91 9.23 36755 1.19
108456 GOODS-S 53.141609 -27.738597 1.21 9.75 36850 1.08
108510 GOODS-S 53.147721 -27.739197 1.81 10.08 36854 0.93
108716 GOODS-S 53.099597 -27.739250 1.17 8.37 36919 0.84
108147 GOODS-S 53.130543 -27.738609 1.83 9.75 36953 0.62
108561 GOODS-S 53.103770 -27.739214 0.90 9.25 36970 1.08
108874 GOODS-S 53.099616 -27.738846 0.74 8.02 36974 0.91
108620 GOODS-S 53.147300 -27.739243 0.71 8.63 36979 0.90
108322 GOODS-S 53.147256 -27.738675 1.12 9.85 37001 1.21
108779 GOODS-S 53.118557 -27.738677 1.09 9.76 37035 1.14
108946 GOODS-S 53.140799 -27.738307 1.21 9.58 37043 1.27
109264 GOODS-S 53.102578 -27.738235 0.53 7.87 37048 0.82
109091 GOODS-S 53.147265 -27.738400 1.03 9.02 37063 1.22
108943 GOODS-S 53.105907 -27.738418 1.02 8.54 37103 0.57
109250 GOODS-S 53.100832 -27.737885 0.76 8.41 37144 0.92
108922 GOODS-S 53.138205 -27.737523 2.31 9.84 37188 0.64
109043 GOODS-S 53.139268 -27.737999 1.30 8.83 37189 0.69
109396 GOODS-S 53.093161 -27.737726 1.07 8.66 37248 0.74
109107 GOODS-S 53.136472 -27.737698 1.00 9.73 37249 1.13
109422 GOODS-S 53.138990 -27.737589 1.00 9.30 37259 1.16
109167 GOODS-S 53.141678 -27.736678 1.72 9.68 37270 0.89
109151 GOODS-S 53.140917 -27.736119 2.16 10.52 37282 0.67
109605 GOODS-S 53.110693 -27.737136 0.70 8.90 37289 1.28
109438 GOODS-S 53.143484 -27.737160 0.85 8.55 37364 0.69
109609 GOODS-S 53.114125 -27.736951 1.10 8.31 37380 0.70
109596 GOODS-S 53.145926 -27.736681 0.63 8.07 37401 0.74
109505 GOODS-S 53.144355 -27.735552 2.36 10.93 37409 1.26
109824 GOODS-S 53.113602 -27.735265 0.91 9.13 37447 0.75
110198 GOODS-S 53.141864 -27.735611 0.98 8.32 37541 0.72
109889 GOODS-S 53.138923 -27.736140 0.98 8.52 37547 0.68
110235 GOODS-S 53.133099 -27.735431 0.91 8.59 37624 0.90
109900 GOODS-S 53.112810 -27.734630 0.78 9.27 37715 0.73
110215 GOODS-S 53.136850 -27.734984 0.96 9.16 37730 1.06
109794 GOODS-S 53.143109 -27.730585 2.14 10.65 37739 0.67
110498 GOODS-S 53.100216 -27.734891 0.76 9.47 37785 1.29
110258 GOODS-S 53.139439 -27.734707 0.94 9.12 37791 0.90
110654 GOODS-S 53.095518 -27.734268 0.97 9.00 37816 1.26
110892 GOODS-S 53.101557 -27.734209 1.30 8.19 37833 0.63
110712 GOODS-S 53.134918 -27.734233 0.85 8.24 37848 0.84
110397 GOODS-S 53.144070 -27.734604 1.63 9.53 37872 0.90
110962 GOODS-S 53.132148 -27.734021 1.35 9.03 37880 1.03
111055 GOODS-S 53.137601 -27.733787 1.07 8.86 37910 1.22
111194 GOODS-S 53.133825 -27.733130 1.27 8.60 38051 0.73
111151 GOODS-S 53.116719 -27.732612 0.84 8.84 38076 0.61
110733 GOODS-S 53.099192 -27.733101 0.62 8.53 38083 0.95
110870 GOODS-S 53.125097 -27.729791 2.00 11.10 38092 0.67
110765 GOODS-S 53.143821 -27.733225 1.31 8.98 38117 0.93
111122 GOODS-S 53.137231 -27.732999 0.75 8.90 38177 0.94
110487 GOODS-S 53.141122 -27.732656 2.17 10.29 38191 0.97
110664 GOODS-S 53.098427 -27.732665 0.90 8.89 38216 1.06
111806 GOODS-S 53.139140 -27.731764 0.96 8.81 38347 0.85
111919 GOODS-S 53.128804 -27.731421 0.89 8.20 38436 0.59
112386 GOODS-S 53.146010 -27.730705 1.06 8.20 38506 0.83
111633 GOODS-S 53.107464 -27.731200 0.77 9.52 38537 1.26
112614 GOODS-S 53.112650 -27.730160 0.49 8.09 38607 0.78
112324 GOODS-S 53.099818 -27.730301 0.69 9.73 38616 1.28
111700 GOODS-S 53.133940 -27.730519 1.22 9.67 38625 0.97
112746 GOODS-S 53.144515 -27.729879 1.42 8.69 38642 0.71
112745 GOODS-S 53.145533 -27.729752 0.75 8.85 38680 1.03
112754 GOODS-S 53.101511 -27.729665 1.29 9.28 38684 1.26
112747 GOODS-S 53.099456 -27.729686 0.65 8.16 38702 0.94
112789 GOODS-S 53.106111 -27.724322 2.55 11.24 38786 0.66
112840 GOODS-S 53.134728 -27.729402 1.20 9.43 38822 1.04
112989 GOODS-S 53.118694 -27.728746 0.68 8.50 38872 1.13
113107 GOODS-S 53.136858 -27.728359 0.87 8.46 38964 0.89
113055 GOODS-S 53.118785 -27.728558 0.89 8.95 38982 1.25
113169 GOODS-S 53.102238 -27.728416 1.52 9.83 39007 1.12
113409 GOODS-S 53.106302 -27.727954 0.83 8.20 39023 0.68
112943 GOODS-S 53.104414 -27.728511 1.25 9.05 39097 0.73
113730 GOODS-S 53.140738 -27.727584 0.93 8.95 39120 1.20
113558 GOODS-S 53.147447 -27.727694 0.73 8.65 39130 1.23
113482 GOODS-S 53.131017 -27.727762 1.10 8.72 39133 0.70
113434 GOODS-S 53.092306 -27.727519 1.35 9.16 39151 1.11
113270 GOODS-S 53.110946 -27.727816 1.00 8.88 39176 0.56
113184 GOODS-S 53.118020 -27.727934 0.95 8.71 39231 0.79
113815 GOODS-S 53.092294 -27.727118 1.18 8.28 39249 0.71
113919 GOODS-S 53.103745 -27.727150 0.76 9.04 39253 1.19
114024 GOODS-S 53.133337 -27.726827 1.05 8.43 39255 0.76
114244 GOODS-S 53.139936 -27.726237 0.54 8.71 39485 1.05
112827 GOODS-S 53.141037 -27.726180 1.30 9.58 39497 0.95
113361 GOODS-S 53.113234 -27.726632 1.94 9.94 39504 0.66
113895 GOODS-S 53.108010 -27.725741 1.29 9.73 39591 1.21
113877 GOODS-S 53.107875 -27.726220 1.07 10.03 39603 1.23
114767 GOODS-S 53.140779 -27.725344 0.77 8.11 39613 0.58
114960 GOODS-S 53.102801 -27.725244 1.12 8.31 39626 0.93
114392 GOODS-S 53.095635 -27.725858 1.49 9.04 39636 0.56
115288 GOODS-S 53.130936 -27.723377 2.26 10.59 39654 1.05
114108 GOODS-S 53.095892 -27.725411 2.26 10.25 39681 0.73
113555 GOODS-S 53.114876 -27.725394 1.20 9.63 39765 0.73
115210 GOODS-S 53.093270 -27.724513 1.00 8.77 39782 1.15
115491 GOODS-S 53.138723 -27.724354 0.94 8.02 39789 0.73
113375 GOODS-S 53.132686 -27.724837 2.20 10.31 39825 1.07
114998 GOODS-S 53.114048 -27.724439 1.65 9.36 39937 0.75
116185 GOODS-S 53.133196 -27.723080 0.56 8.13 40033 0.93
115761 GOODS-S 53.105793 -27.723532 1.36 8.88 40035 0.67
114932 GOODS-S 53.094095 -27.723820 0.97 9.09 40054 0.80
116364 GOODS-S 53.115481 -27.722850 0.76 7.93 40077 0.84
116124 GOODS-S 53.114736 -27.722999 0.75 8.34 40110 0.75
115331 GOODS-S 53.094715 -27.723573 1.13 9.36 40136 0.73
115683 GOODS-S 53.118285 -27.723208 0.93 8.31 40149 0.62
115928 GOODS-S 53.110111 -27.723055 1.00 8.60 40207 0.88
115775 GOODS-S 53.130476 -27.723096 1.24 9.66 40214 1.11
116174 GOODS-S 53.146586 -27.722578 1.96 8.96 40247 0.66
115446 GOODS-S 53.125297 -27.721949 1.61 10.60 40255 1.17
116423 GOODS-S 53.097181 -27.722401 0.74 7.76 40268 0.62
115877 GOODS-S 53.109924 -27.722654 0.80 9.29 40270 1.09
116154 GOODS-S 53.109060 -27.722397 0.74 8.91 40278 1.10
116507 GOODS-S 53.116747 -27.722155 1.13 9.09 40306 1.21
116285 GOODS-S 53.134540 -27.722338 0.77 8.88 40312 1.26
115462 GOODS-S 53.097521 -27.721266 1.75 10.31 40337 0.64
115794 GOODS-S 53.128099 -27.721501 1.40 10.00 40392 1.04
116230 GOODS-S 53.132221 -27.722104 1.75 10.22 40462 1.25
116157 GOODS-S 53.124468 -27.721590 1.83 10.27 40475 1.09
116349 GOODS-S 53.108260 -27.721928 2.15 10.59 40476 1.19
117560 GOODS-S 53.120788 -27.720477 0.47 8.30 40590 0.67
116724 GOODS-S 53.128734 -27.721139 1.64 9.57 40631 0.68
117548 GOODS-S 53.110730 -27.720081 1.13 8.48 40646 1.11
117748 GOODS-S 53.126729 -27.720057 1.00 8.13 40663 0.68
117225 GOODS-S 53.108198 -27.720155 2.28 10.03 40732 0.97
117770 GOODS-S 53.119385 -27.719759 0.79 8.46 40765 1.07
118182 GOODS-S 53.122550 -27.719285 0.41 7.28 40791 0.62
117865 GOODS-S 53.130039 -27.719551 0.90 8.94 40811 1.04
117575 GOODS-S 53.125039 -27.719817 0.88 8.35 40819 0.63
117222 GOODS-S 53.122567 -27.719731 0.84 8.64 40836 0.67
118077 GOODS-S 53.124436 -27.719194 1.13 8.76 40871 1.13
116284 GOODS-S 53.112882 -27.719905 1.15 9.73 40878 1.12
118171 GOODS-S 53.096798 -27.719067 1.23 8.65 40886 0.93
117997 GOODS-S 53.111220 -27.719266 1.12 8.75 40904 0.68
117790 GOODS-S 53.136506 -27.719179 0.96 8.71 40968 0.68
118014 GOODS-S 53.098680 -27.719088 0.86 9.31 40976 0.95
118251 GOODS-S 53.112734 -27.718721 0.58 8.27 40997 0.94
117066 GOODS-S 53.142561 -27.719135 0.95 9.00 41062 0.73
118024 GOODS-S 53.146900 -27.718678 1.86 10.14 41108 1.22
118155 GOODS-S 53.128120 -27.718576 1.17 9.54 41111 0.87
119137 GOODS-S 53.146687 -27.717647 0.94 8.07 41133 0.84
118421 GOODS-S 53.127468 -27.718315 1.04 9.45 41171 1.29
119164 GOODS-S 53.111622 -27.717320 1.29 8.47 41208 0.90
119076 GOODS-S 53.121261 -27.717484 1.25 8.21 41224 0.65
119260 GOODS-S 53.101064 -27.717265 1.13 8.40 41236 0.69
118755 GOODS-S 53.110966 -27.717771 1.22 9.05 41262 0.60
118925 GOODS-S 53.145717 -27.717367 1.05 8.62 41312 0.74
118459 GOODS-S 53.095252 -27.717270 0.89 8.99 41383 0.68
119747 GOODS-S 53.108336 -27.716404 0.83 7.77 41431 0.73
119880 GOODS-S 53.099895 -27.715796 1.04 8.59 41559 1.05
119470 GOODS-S 53.097802 -27.716066 1.09 9.33 41603 1.04
119278 GOODS-S 53.103175 -27.716064 1.78 9.60 41647 0.91
119016 GOODS-S 53.120915 -27.715390 1.90 10.76 41654 1.10
119873 GOODS-S 53.147715 -27.715601 0.95 8.73 41676 0.91
120439 GOODS-S 53.103540 -27.714960 1.52 8.83 41735 0.76
119504 GOODS-S 53.112597 -27.715656 0.97 9.44 41764 0.95
120415 GOODS-S 53.123324 -27.714899 0.75 8.25 41768 0.94
120445 GOODS-S 53.134794 -27.714877 0.76 8.50 41789 0.91
120466 GOODS-S 53.095966 -27.714762 2.27 10.02 41873 1.07
120644 GOODS-S 53.142697 -27.714311 0.86 8.22 41881 0.89
120099 GOODS-S 53.124955 -27.714591 0.80 9.03 41923 1.06
120725 GOODS-S 53.095820 -27.714173 0.98 8.84 41977 0.91
120798 GOODS-S 53.134884 -27.714045 0.69 8.21 41982 0.86
120950 GOODS-S 53.107019 -27.713764 1.08 8.70 42012 1.00
120859 GOODS-S 53.135303 -27.713791 0.63 8.65 42038 0.94
120926 GOODS-S 53.105653 -27.713716 1.26 8.93 42054 1.06
121473 GOODS-S 53.131704 -27.712979 1.02 7.48 42154 0.62
121302 GOODS-S 53.100188 -27.713239 1.08 8.13 42160 0.67
121574 GOODS-S 53.113719 -27.712830 1.40 8.64 42248 0.67
121785 GOODS-S 53.092642 -27.712408 1.25 8.08 42303 0.70
120845 GOODS-S 53.107382 -27.713256 1.93 9.79 42329 0.94
120898 GOODS-S 53.107698 -27.712801 2.15 10.43 42409 1.12
121678 GOODS-S 53.117981 -27.712304 0.66 8.63 42442 1.08
121911 GOODS-S 53.104973 -27.712011 0.85 8.46 42445 0.68
121405 GOODS-S 53.122073 -27.712453 1.81 10.11 42472 1.10
108892 GOODS-S 53.077932 -27.736875 2.01 10.40 37083 0.98
109511 GOODS-S 53.073024 -27.737124 0.76 8.54 37194 0.91
109766 GOODS-S 53.059515 -27.736047 0.99 9.31 37320 0.94
109435 GOODS-S 53.082662 -27.737156 0.74 8.34 37366 0.65
109019 GOODS-S 53.068916 -27.736969 0.78 8.87 37382 0.95
109770 GOODS-S 53.057173 -27.736597 0.79 8.57 37399 1.00
110170 GOODS-S 53.080292 -27.735903 0.35 8.25 37490 1.03
109872 GOODS-S 53.075716 -27.736087 0.91 8.62 37543 0.72
110187 GOODS-S 53.050663 -27.735793 1.15 8.59 37565 0.75
109885 GOODS-S 53.071336 -27.735481 2.17 9.97 37571 0.74
110031 GOODS-S 53.040739 -27.735774 1.15 8.94 37601 0.78
109948 GOODS-S 53.040106 -27.735932 0.84 8.61 37607 0.78
109992 GOODS-S 53.080631 -27.735848 1.12 9.51 37614 1.02
110400 GOODS-S 53.049503 -27.735026 0.53 8.09 37701 0.67
110493 GOODS-S 53.073190 -27.734839 0.79 8.53 37766 0.76
111741 GOODS-S 53.045461 -27.728629 1.90 10.92 37812 1.11
110971 GOODS-S 53.072515 -27.733949 0.68 8.44 37844 1.25
111108 GOODS-S 53.088456 -27.733818 0.96 8.10 37890 0.78
110065 GOODS-S 53.069291 -27.734253 0.85 8.71 37904 1.02
110950 GOODS-S 53.090117 -27.733912 0.83 8.02 37905 0.74
110763 GOODS-S 53.050642 -27.734082 0.55 9.04 37960 1.25
110988 GOODS-S 53.068860 -27.733457 1.10 9.39 38050 1.24
110891 GOODS-S 53.078177 -27.733455 0.92 8.61 38084 0.75
111492 GOODS-S 53.063880 -27.732682 0.66 7.92 38104 0.74
110801 GOODS-S 53.062030 -27.732863 1.52 9.60 38124 1.10
111030 GOODS-S 53.042569 -27.733020 0.98 9.12 38160 1.05
111366 GOODS-S 53.045475 -27.732853 1.11 8.24 38165 0.63
111622 GOODS-S 53.084123 -27.732292 0.92 9.18 38232 1.22
111901 GOODS-S 53.075417 -27.731573 1.21 7.97 38322 0.64
109886 GOODS-S 53.079358 -27.731388 1.04 9.52 38326 0.64
111556 GOODS-S 53.085211 -27.732019 1.83 9.62 38356 0.68
112039 GOODS-S 53.071566 -27.731143 0.91 7.65 38379 0.59
110795 GOODS-S 53.049251 -27.732011 0.69 9.23 38398 1.21
112095 GOODS-S 53.041581 -27.731101 1.06 8.62 38429 1.00
111643 GOODS-S 53.050800 -27.731430 1.36 9.30 38466 0.72
112070 GOODS-S 53.090872 -27.731197 0.78 9.04 38469 1.28
112881 GOODS-S 53.065106 -27.729697 0.95 8.32 38652 0.96
112960 GOODS-S 53.048553 -27.729464 1.49 9.10 38767 1.02
112927 GOODS-S 53.051196 -27.729283 0.99 8.57 38783 0.87
111842 GOODS-S 53.044578 -27.729709 0.78 9.69 38832 1.31
112133 GOODS-S 53.073995 -27.729504 0.99 9.09 38876 0.75
112457 GOODS-S 53.039484 -27.729479 1.79 9.61 38893 0.97
112682 GOODS-S 53.085116 -27.728990 1.04 9.25 38998 0.56
113548 GOODS-S 53.070298 -27.727866 0.56 8.34 39049 1.10
113364 GOODS-S 53.062084 -27.728086 0.75 8.44 39051 1.08
113474 GOODS-S 53.051753 -27.728001 0.89 8.77 39071 0.88
113842 GOODS-S 53.070844 -27.727334 0.62 7.68 39140 0.74
